NC_000964.3	BSGatlas	operon	2	319	.	-	.	ID=BSGatlas-operon-2;color=#B32496
NC_000964.3	BSGatlas	operon	135	3143	.	+	.	ID=BSGatlas-operon-1;color=#FF00CC
NC_000964.3	BSGatlas	operon	277	1089	.	-	.	ID=BSGatlas-operon-3;color=#B32496
NC_000964.3	BSGatlas	operon	3158	9523	.	+	.	ID=BSGatlas-operon-4;color=#FF00CC
NC_000964.3	BSGatlas	operon	9352	14872	.	+	.	ID=BSGatlas-operon-5;color=#FF00CC
NC_000964.3	BSGatlas	operon	14825	16007	.	-	.	ID=BSGatlas-operon-6;color=#B32496
NC_000964.3	BSGatlas	operon	15848	17467	.	+	.	ID=BSGatlas-operon-7;color=#FF00CC
NC_000964.3	BSGatlas	operon	17216	17855	.	-	.	ID=BSGatlas-operon-8;color=#B32496
NC_000964.3	BSGatlas	operon	17431	22226	.	+	.	ID=BSGatlas-operon-9;color=#FF00CC
NC_000964.3	BSGatlas	operon	19172	19945	.	-	.	ID=BSGatlas-operon-10;color=#B32496
NC_000964.3	BSGatlas	operon	22246	22451	.	+	.	ID=BSGatlas-operon-11;color=#FF00CC
NC_000964.3	BSGatlas	operon	22441	23850	.	-	.	ID=BSGatlas-operon-12;color=#B32496
NC_000964.3	BSGatlas	operon	23819	25832	.	-	.	ID=BSGatlas-operon-13;color=#B32496
NC_000964.3	BSGatlas	operon	25635	26754	.	+	.	ID=BSGatlas-operon-14;color=#FF00CC
NC_000964.3	BSGatlas	operon	26757	30057	.	+	.	ID=BSGatlas-operon-15;color=#FF00CC
NC_000964.3	BSGatlas	operon	30063	35417	.	+	.	ID=BSGatlas-operon-16;color=#FF00CC
NC_000964.3	BSGatlas	operon	35438	35775	.	+	.	ID=BSGatlas-operon-17;color=#FF00CC
NC_000964.3	BSGatlas	operon	35775	44821	.	+	.	ID=BSGatlas-operon-18;color=#FF00CC
NC_000964.3	BSGatlas	operon	44768	46411	.	-	.	ID=BSGatlas-operon-19;color=#B32496
NC_000964.3	BSGatlas	operon	45502	48495	.	+	.	ID=BSGatlas-operon-20;color=#FF00CC
NC_000964.3	BSGatlas	operon	47651	50041	.	-	.	ID=BSGatlas-operon-21;color=#B32496
NC_000964.3	BSGatlas	operon	48534	50016	.	+	.	ID=BSGatlas-operon-22;color=#FF00CC
NC_000964.3	BSGatlas	operon	49965	51561	.	+	.	ID=BSGatlas-operon-23;color=#FF00CC
NC_000964.3	BSGatlas	operon	51549	52622	.	+	.	ID=BSGatlas-operon-24;color=#FF00CC
NC_000964.3	BSGatlas	operon	52699	53086	.	+	.	ID=BSGatlas-operon-25;color=#FF00CC
NC_000964.3	BSGatlas	operon	53100	53437	.	+	.	ID=BSGatlas-operon-26;color=#FF00CC
NC_000964.3	BSGatlas	operon	53341	55739	.	-	.	ID=BSGatlas-operon-27;color=#B32496
NC_000964.3	BSGatlas	operon	53447	55742	.	+	.	ID=BSGatlas-operon-28;color=#FF00CC
NC_000964.3	BSGatlas	operon	55808	56256	.	+	.	ID=BSGatlas-operon-29;color=#FF00CC
NC_000964.3	BSGatlas	operon	56302	64732	.	+	.	ID=BSGatlas-operon-30;color=#FF00CC
NC_000964.3	BSGatlas	operon	64724	70100	.	+	.	ID=BSGatlas-operon-31;color=#FF00CC
NC_000964.3	BSGatlas	operon	70134	70279	.	+	.	ID=BSGatlas-operon-32;color=#FF00CC
NC_000964.3	BSGatlas	operon	70244	70623	.	+	.	ID=BSGatlas-operon-33;color=#FF00CC
NC_000964.3	BSGatlas	operon	70487	78975	.	+	.	ID=BSGatlas-operon-34;color=#FF00CC
NC_000964.3	BSGatlas	operon	71168	71821	.	-	.	ID=BSGatlas-operon-35;color=#B32496
NC_000964.3	BSGatlas	operon	79005	82764	.	+	.	ID=BSGatlas-operon-36;color=#FF00CC
NC_000964.3	BSGatlas	operon	82746	90304	.	+	.	ID=BSGatlas-operon-37;color=#FF00CC
NC_000964.3	BSGatlas	operon	88028	89588	.	-	.	ID=BSGatlas-operon-38;color=#B32496
NC_000964.3	BSGatlas	operon	90296	96243	.	+	.	ID=BSGatlas-operon-39;color=#FF00CC
NC_000964.3	BSGatlas	operon	101269	108636	.	+	.	ID=BSGatlas-operon-40;color=#FF00CC
NC_000964.3	BSGatlas	operon	108576	110978	.	+	.	ID=BSGatlas-operon-41;color=#FF00CC
NC_000964.3	BSGatlas	operon	110981	116559	.	+	.	ID=BSGatlas-operon-42;color=#FF00CC
NC_000964.3	BSGatlas	operon	116553	117733	.	+	.	ID=BSGatlas-operon-43;color=#FF00CC
NC_000964.3	BSGatlas	operon	118430	121000	.	+	.	ID=BSGatlas-operon-44;color=#FF00CC
NC_000964.3	BSGatlas	operon	121684	129183	.	+	.	ID=BSGatlas-operon-45;color=#FF00CC
NC_000964.3	BSGatlas	operon	129263	134111	.	+	.	ID=BSGatlas-operon-46;color=#FF00CC
NC_000964.3	BSGatlas	operon	134114	135149	.	+	.	ID=BSGatlas-operon-47;color=#FF00CC
NC_000964.3	BSGatlas	operon	135148	150361	.	+	.	ID=BSGatlas-operon-48;color=#FF00CC
NC_000964.3	BSGatlas	operon	152915	154714	.	+	.	ID=BSGatlas-operon-49;color=#FF00CC
NC_000964.3	BSGatlas	operon	153017	153551	.	-	.	ID=BSGatlas-operon-50;color=#B32496
NC_000964.3	BSGatlas	operon	154816	155945	.	+	.	ID=BSGatlas-operon-51;color=#FF00CC
NC_000964.3	BSGatlas	operon	156067	157369	.	+	.	ID=BSGatlas-operon-52;color=#FF00CC
NC_000964.3	BSGatlas	operon	157348	158501	.	+	.	ID=BSGatlas-operon-53;color=#FF00CC
NC_000964.3	BSGatlas	operon	158445	159122	.	-	.	ID=BSGatlas-operon-54;color=#B32496
NC_000964.3	BSGatlas	operon	159160	159800	.	+	.	ID=BSGatlas-operon-56;color=#FF00CC
NC_000964.3	BSGatlas	operon	159564	160603	.	-	.	ID=BSGatlas-operon-55;color=#B32496
NC_000964.3	BSGatlas	operon	160653	162467	.	+	.	ID=BSGatlas-operon-57;color=#FF00CC
NC_000964.3	BSGatlas	operon	176904	178541	.	+	.	ID=BSGatlas-operon-58;color=#FF00CC
NC_000964.3	BSGatlas	operon	178576	179607	.	+	.	ID=BSGatlas-operon-59;color=#FF00CC
NC_000964.3	BSGatlas	operon	179554	183386	.	-	.	ID=BSGatlas-operon-60;color=#B32496
NC_000964.3	BSGatlas	operon	183392	185078	.	-	.	ID=BSGatlas-operon-61;color=#B32496
NC_000964.3	BSGatlas	operon	185121	193031	.	-	.	ID=BSGatlas-operon-62;color=#B32496
NC_000964.3	BSGatlas	operon	193548	194094	.	-	.	ID=BSGatlas-operon-63;color=#B32496
NC_000964.3	BSGatlas	operon	194156	194683	.	+	.	ID=BSGatlas-operon-64;color=#FF00CC
NC_000964.3	BSGatlas	operon	194766	196110	.	+	.	ID=BSGatlas-operon-65;color=#FF00CC
NC_000964.3	BSGatlas	operon	196110	202101	.	+	.	ID=BSGatlas-operon-66;color=#FF00CC
NC_000964.3	BSGatlas	operon	202525	203529	.	-	.	ID=BSGatlas-operon-67;color=#B32496
NC_000964.3	BSGatlas	operon	203586	204912	.	+	.	ID=BSGatlas-operon-68;color=#FF00CC
NC_000964.3	BSGatlas	operon	204955	205330	.	+	.	ID=BSGatlas-operon-69;color=#FF00CC
NC_000964.3	BSGatlas	operon	205387	210968	.	+	.	ID=BSGatlas-operon-70;color=#FF00CC
NC_000964.3	BSGatlas	operon	211392	211768	.	+	.	ID=BSGatlas-operon-71;color=#FF00CC
NC_000964.3	BSGatlas	operon	211837	213108	.	+	.	ID=BSGatlas-operon-72;color=#FF00CC
NC_000964.3	BSGatlas	operon	213133	213491	.	+	.	ID=BSGatlas-operon-73;color=#FF00CC
NC_000964.3	BSGatlas	operon	213866	220141	.	+	.	ID=BSGatlas-operon-74;color=#FF00CC
NC_000964.3	BSGatlas	operon	221839	222934	.	+	.	ID=BSGatlas-operon-75;color=#FF00CC
NC_000964.3	BSGatlas	operon	222923	223256	.	+	.	ID=BSGatlas-operon-76;color=#FF00CC
NC_000964.3	BSGatlas	operon	223197	224203	.	-	.	ID=BSGatlas-operon-77;color=#B32496
NC_000964.3	BSGatlas	operon	224053	224992	.	-	.	ID=BSGatlas-operon-78;color=#B32496
NC_000964.3	BSGatlas	operon	225001	226311	.	+	.	ID=BSGatlas-operon-79;color=#FF00CC
NC_000964.3	BSGatlas	operon	226414	228021	.	+	.	ID=BSGatlas-operon-80;color=#FF00CC
NC_000964.3	BSGatlas	operon	227999	228579	.	+	.	ID=BSGatlas-operon-81;color=#FF00CC
NC_000964.3	BSGatlas	operon	228208	229404	.	-	.	ID=BSGatlas-operon-82;color=#B32496
NC_000964.3	BSGatlas	operon	229471	230848	.	+	.	ID=BSGatlas-operon-83;color=#FF00CC
NC_000964.3	BSGatlas	operon	230750	231140	.	-	.	ID=BSGatlas-operon-84;color=#B32496
NC_000964.3	BSGatlas	operon	231266	233040	.	+	.	ID=BSGatlas-operon-85;color=#FF00CC
NC_000964.3	BSGatlas	operon	232945	235505	.	-	.	ID=BSGatlas-operon-86;color=#B32496
NC_000964.3	BSGatlas	operon	234976	235646	.	+	.	ID=BSGatlas-operon-87;color=#FF00CC
NC_000964.3	BSGatlas	operon	235368	235503	.	-	.	ID=BSGatlas-operon-88;color=#B32496
NC_000964.3	BSGatlas	operon	235603	238151	.	+	.	ID=BSGatlas-operon-89;color=#FF00CC
NC_000964.3	BSGatlas	operon	238142	241911	.	-	.	ID=BSGatlas-operon-90;color=#B32496
NC_000964.3	BSGatlas	operon	241895	243717	.	-	.	ID=BSGatlas-operon-91;color=#B32496
NC_000964.3	BSGatlas	operon	243849	245117	.	+	.	ID=BSGatlas-operon-92;color=#FF00CC
NC_000964.3	BSGatlas	operon	245099	246514	.	+	.	ID=BSGatlas-operon-93;color=#FF00CC
NC_000964.3	BSGatlas	operon	246561	249607	.	+	.	ID=BSGatlas-operon-94;color=#FF00CC
NC_000964.3	BSGatlas	operon	249912	253523	.	+	.	ID=BSGatlas-operon-95;color=#FF00CC
NC_000964.3	BSGatlas	operon	253474	254871	.	-	.	ID=BSGatlas-operon-96;color=#B32496
NC_000964.3	BSGatlas	operon	254885	258618	.	-	.	ID=BSGatlas-operon-97;color=#B32496
NC_000964.3	BSGatlas	operon	256663	258871	.	+	.	ID=BSGatlas-operon-98;color=#FF00CC
NC_000964.3	BSGatlas	operon	258867	260156	.	+	.	ID=BSGatlas-operon-99;color=#FF00CC
NC_000964.3	BSGatlas	operon	260101	262680	.	-	.	ID=BSGatlas-operon-100;color=#B32496
NC_000964.3	BSGatlas	operon	262662	265291	.	-	.	ID=BSGatlas-operon-101;color=#B32496
NC_000964.3	BSGatlas	operon	265257	267685	.	+	.	ID=BSGatlas-operon-102;color=#FF00CC
NC_000964.3	BSGatlas	operon	267750	276780	.	+	.	ID=BSGatlas-operon-103;color=#FF00CC
NC_000964.3	BSGatlas	operon	276776	278370	.	+	.	ID=BSGatlas-operon-104;color=#FF00CC
NC_000964.3	BSGatlas	operon	276792	277111	.	+	.	ID=BSGatlas-operon-105;color=#FF00CC
NC_000964.3	BSGatlas	operon	278286	281753	.	+	.	ID=BSGatlas-operon-106;color=#FF00CC
NC_000964.3	BSGatlas	operon	281747	283253	.	-	.	ID=BSGatlas-operon-108;color=#B32496
NC_000964.3	BSGatlas	operon	282424	282963	.	+	.	ID=BSGatlas-operon-109;color=#FF00CC
NC_000964.3	BSGatlas	operon	282941	283798	.	+	.	ID=BSGatlas-operon-110;color=#FF00CC
NC_000964.3	BSGatlas	operon	283962	286798	.	+	.	ID=BSGatlas-operon-111;color=#FF00CC
NC_000964.3	BSGatlas	operon	286751	287471	.	-	.	ID=BSGatlas-operon-112;color=#B32496
NC_000964.3	BSGatlas	operon	287449	288681	.	+	.	ID=BSGatlas-operon-113;color=#FF00CC
NC_000964.3	BSGatlas	operon	288585	290762	.	-	.	ID=BSGatlas-operon-114;color=#B32496
NC_000964.3	BSGatlas	operon	290866	292103	.	+	.	ID=BSGatlas-operon-115;color=#FF00CC
NC_000964.3	BSGatlas	operon	292137	292917	.	+	.	ID=BSGatlas-operon-116;color=#FF00CC
NC_000964.3	BSGatlas	operon	292859	293323	.	-	.	ID=BSGatlas-operon-117;color=#B32496
NC_000964.3	BSGatlas	operon	293444	294613	.	+	.	ID=BSGatlas-operon-118;color=#FF00CC
NC_000964.3	BSGatlas	operon	294548	296337	.	-	.	ID=BSGatlas-operon-119;color=#B32496
NC_000964.3	BSGatlas	operon	296372	298396	.	+	.	ID=BSGatlas-operon-120;color=#FF00CC
NC_000964.3	BSGatlas	operon	298379	299459	.	+	.	ID=BSGatlas-operon-121;color=#FF00CC
NC_000964.3	BSGatlas	operon	299371	300524	.	-	.	ID=BSGatlas-operon-122;color=#B32496
NC_000964.3	BSGatlas	operon	300503	300720	.	-	.	ID=BSGatlas-operon-123;color=#B32496
NC_000964.3	BSGatlas	operon	300808	302413	.	+	.	ID=BSGatlas-operon-124;color=#FF00CC
NC_000964.3	BSGatlas	operon	302333	303818	.	+	.	ID=BSGatlas-operon-125;color=#FF00CC
NC_000964.3	BSGatlas	operon	303782	304412	.	-	.	ID=BSGatlas-operon-126;color=#B32496
NC_000964.3	BSGatlas	operon	304357	305617	.	+	.	ID=BSGatlas-operon-127;color=#FF00CC
NC_000964.3	BSGatlas	operon	305594	308185	.	+	.	ID=BSGatlas-operon-128;color=#FF00CC
NC_000964.3	BSGatlas	operon	308250	310911	.	+	.	ID=BSGatlas-operon-129;color=#FF00CC
NC_000964.3	BSGatlas	operon	310858	311937	.	-	.	ID=BSGatlas-operon-130;color=#B32496
NC_000964.3	BSGatlas	operon	311837	317673	.	+	.	ID=BSGatlas-operon-131;color=#FF00CC
NC_000964.3	BSGatlas	operon	317665	318949	.	+	.	ID=BSGatlas-operon-132;color=#FF00CC
NC_000964.3	BSGatlas	operon	319158	320374	.	-	.	ID=BSGatlas-operon-133;color=#B32496
NC_000964.3	BSGatlas	operon	320399	320745	.	-	.	ID=BSGatlas-operon-134;color=#B32496
NC_000964.3	BSGatlas	operon	320930	324064	.	+	.	ID=BSGatlas-operon-135;color=#FF00CC
NC_000964.3	BSGatlas	operon	323972	325288	.	-	.	ID=BSGatlas-operon-136;color=#B32496
NC_000964.3	BSGatlas	operon	325258	326840	.	+	.	ID=BSGatlas-operon-137;color=#FF00CC
NC_000964.3	BSGatlas	operon	326094	329683	.	+	.	ID=BSGatlas-operon-138;color=#FF00CC
NC_000964.3	BSGatlas	operon	329693	332467	.	+	.	ID=BSGatlas-operon-139;color=#FF00CC
NC_000964.3	BSGatlas	operon	332369	334084	.	-	.	ID=BSGatlas-operon-140;color=#B32496
NC_000964.3	BSGatlas	operon	334005	336145	.	+	.	ID=BSGatlas-operon-141;color=#FF00CC
NC_000964.3	BSGatlas	operon	336070	337491	.	-	.	ID=BSGatlas-operon-142;color=#B32496
NC_000964.3	BSGatlas	operon	337503	338180	.	+	.	ID=BSGatlas-operon-143;color=#FF00CC
NC_000964.3	BSGatlas	operon	338182	339172	.	+	.	ID=BSGatlas-operon-144;color=#FF00CC
NC_000964.3	BSGatlas	operon	339080	339801	.	-	.	ID=BSGatlas-operon-145;color=#B32496
NC_000964.3	BSGatlas	operon	339785	339977	.	-	.	ID=BSGatlas-operon-146;color=#B32496
NC_000964.3	BSGatlas	operon	339859	340644	.	+	.	ID=BSGatlas-operon-147;color=#FF00CC
NC_000964.3	BSGatlas	operon	340591	341434	.	-	.	ID=BSGatlas-operon-148;color=#B32496
NC_000964.3	BSGatlas	operon	341419	344382	.	+	.	ID=BSGatlas-operon-149;color=#FF00CC
NC_000964.3	BSGatlas	operon	344477	348593	.	+	.	ID=BSGatlas-operon-150;color=#FF00CC
